Name,Rating,Short_Description,Features,SKU,Final_Price,MRP_Price,Included_Items,Product_Link,Processor,Operating_System,Display,Graphics,RAM,Storage,Microsoft_Office,Accessories,RAM_GB,Storage_Value,Storage_Type,Storage_GB,Discount,Processor_Brand,Processor_Level,Laptop_Type,Graphics_Type,Price_Category,Has_Backpack,Has_Mouse,Has_Office,Upsell_Score,Cross_Sell_Items,Brand
"HP Laptop 39.6 cm (15.6) 15-fd1353TU, Silver",0.0,Reliable computing yet stylish laptop that makes the wallet happy,"Intel® Core™ Ultra 5-125H processor | Windows 11 Home Single Language | 39.6 cm (15.6) diagonal FHD, IPS, anti-glare display | Intel® Arc™ Graphics | 16 GB DDR5-5600 RAM | 512 GB SSD Hard Drive",C72X5PA,67330.0,76294.0,HP X Entry Backpack worth  ₹1999.00,https://www.hp.com/in-en/shop/hp-laptop-15-fd1353tu-c72x5pa.html,Intel® Core™ Ultra 5-125H processor,Windows 11 Home Single Language,"39.6 cm (15.6) diagonal FHD, IPS, anti-glare display",Intel® Arc™ Graphics,16 GB DDR5-5600 RAM,512 GB SSD Hard Drive,No,hp x entry backpack ,32.0,512,SSD,512,7795.0,AMD,Ryzen 5,Normal,Integrated,Mid-Range,1,1,False,33.0,,Lenovo
"HP EliteBook Ultra 35.6 cm (14) G1i Next Gen AI PC, Blue",4.0,Copilot+ PC.Lead the way with this sophisticated next-gen AI PC,"Intel® Core™ Ultra 7 processor | Windows 11 Pro | 35.6 cm (14) diagonal, 2.8K OLED IPS display | Intel® Arc™ Graphics | 32 GB LPDDR5x-8533 RAM | 1 TB SSD Hard Drive",C33M4AT,220730.0,291689.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-elitebook-ultra-g1i-14-inch-notebook-next-gen-ai-pc-c33m4at.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,"35.6 cm (14) diagonal, 2.8K OLED IPS display",Intel® Arc™ Graphics,32 GB LPDDR5x-8533 RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,16.0,1,SSD,1024,67890.0,Intel,i3,Premium,Integrated,Premium,0,1,False,86.0,"Backpack, Mouse, MS Office",Lenovo
HP ZBook Power 40.6 cm (16) G11 Mobile Workstation PC,3.8,"Recommended for  2D and light 3D workflows, photography, and for running multiple large Microsoft Office files.",Intel® Core™ Ultra 7 processor | Windows 11 Pro | 406 cm (16) diagonal WUXGA display | NVIDIA RTX™ A1000 Laptop GPU | 16 GB DDR5-5600 RAM | 1 TB SSD Solid State Drive,A8WN1PT,200824.0,294693.0,,https://www.hp.com/in-en/shop/hp-zbook-power-16-g11-mobile-workstation-pc-a8wn1pt.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,406 cm (16) diagonal WUXGA display,Integrated,16 GB DDR5-5600 RAM,1 TB SSD Solid State Drive,No,none,16.0,1,SSD,256,91694.0,AMD,Ryzen 5,Premium,Integrated,Premium,1,1,False,53.0,"Mouse, MS Office",Lenovo
"OMEN MAX Gaming Laptop 16, Black, Core Ultra 9 - 275HX (24C), RTX 5090 24GB, 32 GB DDR5",0.0,Built to break limits,"Intel® Core™ Ultra 9 275HX processor | Windows 11 Home | 40.6 cm (16) diagonal WQXGA OLED display,240 Hz, 0.2 ms response time, | NVIDIA® GeForce RTX™ 5090 24GB | 32 GB DDR5-5600 MT/s (2 x 16 GB) RAM | 1TB SSD Hard Drive",C27DXPA,379459.0,427163.0,,https://www.hp.com/in-en/shop/omen-max-gaming-laptop-16-ah0218tx-c27dxpa.html,Intel® Core™ Ultra 9 275HX processor,Windows 11 Home,"40.6 cm (16) diagonal WQXGA OLED display,240 Hz, 0.2 ms response time,",Integrated,32 GB DDR5-5600 MT/s (2 x 16 GB) RAM,1TB SSD Hard Drive,No,none,8.0,1,SSD,1024,47164.0,AMD,Ryzen 7,Premium,Integrated,Premium,1,1,False,66.0,"Backpack, Mouse, MS Office",Lenovo
"HP OmniBook 5 Next Gen AI 16-ag1046AU, Silver",5.0,Copilot+ PC.The upgrade you need from HP Pavilion. Excellent for students and families.,AMD Ryzen™ AI 7 processor | Windows 11 Home | 40.5 cm (16) diagonal 2K IPS touch display | AMD Radeon™ 860M Graphics | 16 GB LPDDR5x-7500 RAM | 1 TB SSD Hard Drive,C20W1PA,86115.0,99526.0,"HP 310 15.6 Laptop Backpack worth ₹2,999.00 | Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00",https://www.hp.com/in-en/shop/hp-omnibook-5-ngai-16-ag1046au-c20w1pa.html,AMD Ryzen™ AI 7 processor,Windows 11 Home,40.5 cm (16) diagonal 2K IPS touch display,AMD Radeon™ 860M Graphics,16 GB LPDDR5x-7500 RAM,1 TB SSD Hard Drive,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,hp 310 15.6 laptop backpack ,16.0,1,SSD,256,13027.0,AMD,Ryzen 7,Premium,Integrated,Premium,0,1,True,59.0,Mouse,Lenovo
"HP ZBook Firefly 35.6 cm (14) G11 Mobile Workstation PC, Silver",3.0,"Recommended for  2D and light 3D workflows, photography, and for running multiple large Microsoft Office files.",AMD Ryzen™ 5 processor | Windows 11 Pro | 35.6 cm (14) diagonal WUXGA display | Intel® UMA Graphics | 16 GB DDR5-5600 RAM | 512 GB SSD Solid State Drive,B7ER3PT,87018.0,186397.0,"FREE Bag (35L98AA) worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-zbook-firefly-14-g11-a-mobile-workstation-pc-b7er3pt.html,AMD Ryzen™ 5 processor,Windows 11 Pro,35.6 cm (14) diagonal WUXGA display,Intel® UMA Graphics,16 GB DDR5-5600 RAM,512 GB SSD Solid State Drive,No,free bag (35l98aa) ,8.0,512,SSD,256,96292.0,Intel,i3,Premium,Integrated,Premium,1,1,False,48.0,"Backpack, Mouse",Lenovo
"HP Pavilion Plus 35.6 cm (14) Laptop 14-ew0108TU, Blue",4.8333,"Unleash your potential with the HP Pavilion Plus 14"" Laptop",13th Generation Intel® Core™ i5 processor | Windows 11 Home | 35.6 cm (14) diagonal 2K display | Intel® Iris® Xᵉ Graphics | 16 GB LPDDR5x-5200 RAM | 512 GB SSD Hard Drive,B6PA5PA,81412.0,95006.0,"HP 310 15.6 Laptop Backpack worth ₹2,999.00 | Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | 1 year Microsoft 365 basic subscription",https://www.hp.com/in-en/shop/hp-pavilion-plus-laptop-14-ew0108tu-b6pa5pa.html,13th Generation Intel® Core™ i5 processor,Windows 11 Home,35.6 cm (14) diagonal 2K display,Intel® Iris® Xᵉ Graphics,16 GB LPDDR5x-5200 RAM,512 GB SSD Hard Drive,1 year Microsoft 365 basic subscription,hp 310 15.6 laptop backpack ,8.0,512,SSD,256,16507.0,Intel,i3,Normal,Integrated,Premium,0,1,False,57.1665,"Mouse, MS Office",Lenovo
"HP ZBook 8 G1i 35.6 cm (14) Mobile Workstation PC, Silver",0.0,Step up performance. Not size.,"Intel® Core™ Ultra 7 processor | Windows 11 Pro | 35.6 cm (14) diagonal, WUXGA UWVA display | NVIDIA RTX™ 500 Ada Generation Laptop GPU | 32 GB DDR5-5600 RAM | 1 TB SSD Solid State Drive",C1JN2PT,175530.0,282408.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-zbook-8-g1i-14-inch-mobile-workstation-pc-data-science-c1jn2pt.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,"35.6 cm (14) diagonal, WUXGA UWVA display",Integrated,32 GB DDR5-5600 RAM,1 TB SSD Solid State Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,8.0,1,SSD,1024,108909.0,AMD,Ryzen 7,Premium,Integrated,Premium,1,0,False,66.0,"Mouse, MS Office",Lenovo
"HP OmniBook 7 35.6 cm (14) Laptop 14-fs0789TU, Silver",0.0,Engineered for durability and performance for power users and students.,"Intel® Core™ 5-210H processor | Windows 11 Home | 35.6 cm (14) diagonal, 2K, IPS, anti-glare display | Intel® Graphics | 16 GB LPDDR5-5200 RAM | 512 GB SSD Hard Drive",BK6F6PA,77737.0,87608.0,"HP 310 15.6 Laptop Backpack worth ₹2,999.00",https://www.hp.com/in-en/shop/hp-omnibook-7-laptop-14-fs0789tu-bk6f6pa.html,Intel® Core™ 5-210H processor,Windows 11 Home,"35.6 cm (14) diagonal, 2K, IPS, anti-glare display",Intel® Graphics,16 GB LPDDR5-5200 RAM,512 GB SSD Hard Drive,No,hp 310 15.6 laptop backpack ,16.0,512,SSD,256,5609.0,Intel,i5,Premium,Integrated,Mid-Range,1,0,False,33.0,"Mouse, MS Office",Lenovo
"HP EliteBook 8 35.6 cm (14) G1i Next Gen AI PC, Silver",0.0,Copilot+ PC.Next-gen AI redefines productivity for modern professionals,"Intel® Core™ Ultra 7 processor | Windows 11 Pro | 35.6 cm (14) diagonal, WUXGA IPS display | Intel® Arc™ Graphics | 32 GB LPDDR5x-8533 RAM | 1 TB SSD Hard Drive",C27T4PT,169647.0,189778.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-elitebook-8-g1i-14-inch-notebook-next-gen-ai-pc-c27t4pt.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,"35.6 cm (14) diagonal, WUXGA IPS display",Intel® Arc™ Graphics,32 GB LPDDR5x-8533 RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,8.0,1,SSD,1024,24179.0,AMD,Ryzen 7,Premium,Integrated,Premium,1,1,False,66.0,"Backpack, Mouse, MS Office",Lenovo
"HP OMEN Gaming Laptop 16, Black, Core 7 - 240H (10C), RTX 5060 8GB, 16 GB",0.0,Bold performance without the burnout,"Intel® Core™ 7 240H (10C) processor | Windows 11 Home | 40.6 cm (16) diagonal, 2K, IPS, anti-glare, Low Blue Light, 165 Hz, 400 nits display | NVIDIA® GeForce RTX™ 5060 8GB | 16 GB DDR5 RAM | 1 TB SSD Hard Drive",BP3Y6PA,133948.0,154003.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | Microsoft Xbox Game Pass 3 month,https://www.hp.com/in-en/shop/hp-omen-gaming-laptop-16-am0078tx-bp3y6pa.html,Intel® Core™ 7 240H (10C) processor,Windows 11 Home,"40.6 cm (16) diagonal, 2K, IPS, anti-glare, Low Blue Light, 165 Hz, 400 nits display",Integrated,16 GB DDR5 RAM,1 TB SSD Hard Drive,Microsoft Xbox Game Pass 3 month,none,16.0,1,SSD,256,17004.0,AMD,Ryzen 7,Premium,Integrated,Premium,0,0,False,34.0,"Backpack, Mouse, MS Office",Lenovo
"HP OMEN MAX 40.6 cm (16) Gaming Laptop 16-ah0189TX, Black",5.0,Built to break limits,"Intel® Core™ Ultra 9 processor | Windows 11 Home | 40.6 cm (16) diagonal, WQXGA, 60-240 Hz, 3 ms response time, IPS, 500 nits | NVIDIA® GeForce RTX™ 5090 (24 GB GDDR7) | 64 GB DDR5-5600 RAM | 1 TB SSD Hard Drive",BX9S4PA,383078.0,427163.0,,https://www.hp.com/in-en/shop/hp-omen-max-gaming-laptop-16-ah0189tx-bx9s4pa.html,Intel® Core™ Ultra 9 processor,Windows 11 Home,"40.6 cm (16) diagonal, WQXGA, 60-240 Hz, 3 ms response time, IPS, 500 nits",Integrated,64 GB DDR5-5600 RAM,1 TB SSD Hard Drive,No,none,8.0,1,SSD,256,47164.0,AMD,Ryzen 7,Premium,Integrated,Premium,1,1,False,155.0,"Mouse, MS Office",Lenovo
"HP EliteBook 640 35.6 cm (14) G11 Business Laptop PC, Silver",0.0,Devices that maximize business value to enterprise employees across all hybrid workstyles,"Intel® Core™ Ultra 5 processor | Windows 11 Pro | 35.6 cm (14) diagonal, WUXGA, IPS display | Intel® Graphics | 16 GB DDR5-5600 RAM | 512 GB SSD Hard Drive",B7TU5PT,112820.0,127112.0,,https://www.hp.com/in-en/shop/hp-elitebook-640-14-g11-notebook-pc-b7tu5pt.html,Intel® Core™ Ultra 5 processor,Windows 11 Pro,"35.6 cm (14) diagonal, WUXGA, IPS display",Intel® Graphics,16 GB DDR5-5600 RAM,512 GB SSD Hard Drive,No,none,32.0,512,SSD,1024,10077.0,AMD,Ryzen 7,Premium,Integrated,Premium,1,1,False,33.0,"Mouse, MS Office",Lenovo
"HP OMEN MAX Gaming Laptop 16, Black, Ryzen AI 9 HX 375 (12C), RTX 5070 Ti 12GB, 24 GB",0.0,Copilot+ PC.Pro Gaming. Built for unbelievable speed and immersive gameplay.,"AMD Ryzen™ AI 9 processor | Windows 11 Home | 40.6 cm (16) diagonal, 2K, IPS, anti-glare, Low Blue Light, 165 Hz, 400 nits display | NVIDIA® GeForce RTX™ 5070 Ti 12 GB | 24 GB DDR5 RAM | 1 TB SSD Hard Drive",C91TJPA,242014.0,273159.0,,https://www.hp.com/in-en/shop/hp-omen-max-gaming-laptop-16-ak0102ax-c91tjpa.html,AMD Ryzen™ AI 9 processor,Windows 11 Home,"40.6 cm (16) diagonal, 2K, IPS, anti-glare, Low Blue Light, 165 Hz, 400 nits display",Integrated,24 GB DDR5 RAM,1 TB SSD Hard Drive,No,none,8.0,1,SSD,256,30160.0,AMD,Ryzen 5,Premium,Integrated,Premium,1,1,False,50.0,"Mouse, MS Office",Lenovo
"OMEN Gaming Laptop 16, Black, Ultra 7-255H (16C), RTX 5050 8GB, 32 GB",0.0,Bold performance without the burnout,"Intel® Core™ Ultra 7 processor | Windows 11 Home | 40.6 cm (16), diagonal,2K (1920 x 1200),165 Hz, 3 ms response time, IPS | NVIDIA® GeForce RTX™ 5050 8GB | 32 GB DDR5-5600 MT/s (2 x 16 GB) RAM | 1TB SSD Hard Drive",C27E3PA,151417.0,174237.0,,https://www.hp.com/in-en/shop/omen-gaming-laptop-16-am0248tx-c27e3pa.html,Intel® Core™ Ultra 7 processor,Windows 11 Home,"40.6 cm (16), diagonal,2K (1920 x 1200),165 Hz, 3 ms response time, IPS",Integrated,32 GB DDR5-5600 MT/s (2 x 16 GB) RAM,1TB SSD Hard Drive,No,none,16.0,1,SSD,512,19238.0,AMD,Ryzen 7,Premium,Integrated,Premium,1,1,False,66.0,Mouse,Lenovo
"OMEN Transcend Laptop 14, Black, Ultra 7-255H (16C), RTX 5050 8GB, 16 GB DDR5",0.0,"Built to Game, Made to Create","Intel® Core™ Ultra 7 processor | Windows 11 Home | 35.6 cm (14) diagonal 3K OLED display, 48-120 Hz refresh rate, 0.2 ms response time display | NVIDIA® GeForce RTX™ 5050 8GB | 16 GB LPDDR5-7467 MT/s RAM | 1 TB SSD Hard Drive",C27DTPA,165633.0,184354.0,,https://www.hp.com/in-en/shop/omen-transcend-laptop-14-fb1031tx-c27dtpa.html,Intel® Core™ Ultra 7 processor,Windows 11 Home,"35.6 cm (14) diagonal 3K OLED display, 48-120 Hz refresh rate, 0.2 ms response time display",Integrated,16 GB LPDDR5-7467 MT/s RAM,1 TB SSD Hard Drive,No,none,16.0,1,SSD,256,20355.0,Intel,i7,Premium,Integrated,Premium,0,0,False,34.0,"Backpack, Mouse, MS Office",Lenovo
"HP EliteBook 845 35.6 cm (14) G9 Notebook PC, Silver",0.0,Work where you’re needed,"AMD Ryzen™ 5 PRO processor | FreeDOS | 35.6 cm (14) diagonal, WUXGA, IPS display | AMD Radeon™ 660M Graphics | 16 GB DDR5 RAM | 512 GB SSD Hard Drive",B25U4AT,78063.0,94185.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-elitebook-845-14-g9-notebook-pc-b25u4at.html,AMD Ryzen™ 5 PRO processor,Unknown,"35.6 cm (14) diagonal, WUXGA, IPS display",AMD Radeon™ 660M Graphics,16 GB DDR5 RAM,512 GB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,8.0,512,SSD,512,14686.0,AMD,Ryzen 7,Normal,Integrated,Mid-Range,1,0,False,33.0,"Backpack, Mouse",Lenovo
"HP Laptop 35.6 cm (14) 14-ep0342TU, Silver",3.5,Powerfully and responsibly made to get things done everyday,"13th Generation Intel® Core™ i5 processor | Windows 11 Home | 35.6 cm (14) diagonal, FHD display | Intel® Iris® Xᵉ Graphics | 16 GB DDR4 RAM | 512 GB SSD Hard Drive",BG6D5PA,57171.0,67811.0,HP X Entry Backpack worth  ₹1999.00 | Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,https://www.hp.com/in-en/shop/hp-laptop-14-ep0342tu-bg6d5pa.html,13th Generation Intel® Core™ i5 processor,Windows 11 Home,"35.6 cm (14) diagonal, FHD display",Intel® Iris® Xᵉ Graphics,16 GB DDR4 RAM,512 GB SSD Hard Drive,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,hp x entry backpack ,16.0,512,SSD,512,9312.0,Intel,i7,Normal,Integrated,Mid-Range,1,1,True,50.5,Mouse,Lenovo
"HP EliteBook 845 35.6 cm (14) G11 Notebook PC, Silver",0.0,The enterprise notebook that’s anything but ordinary,AMD Ryzen™ 7 processor | Windows 11 Pro | 35.6 cm (14) diagonal WUXGA display | AMD Radeon™ 780M Graphics | 16 GB DDR5-5600 RAM | 1 TB SSD Hard Drive,B85PYPT,115116.0,129889.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-elitebook-845-14-inch-g11-notebook-pc-b85pypt.html,AMD Ryzen™ 7 processor,Windows 11 Pro,35.6 cm (14) diagonal WUXGA display,AMD Radeon™ 780M Graphics,16 GB DDR5-5600 RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,16.0,1,SSD,512,17390.0,AMD,Ryzen 7,Premium,Integrated,Premium,0,1,False,34.0,"Mouse, MS Office",Lenovo
"HP 240R 35.6 cm (14) G9 Business Laptop PC, Silver",3.8,"Compact and reliable, value-packed notebooks with essential business features to help you excel in hybrid work","13th Generation Intel® Core™ i3 processor | Windows 11 Pro | 35.6 cm (14) diagonal, HD display | Intel® UHD Graphics | 8 GB DDR4-3200 MT/s RAM | 512 GB SSD Hard Drive",B15JNAT,55155.0,59452.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-240r-g9-notebook-pc-b15jnat.html,13th Generation Intel® Core™ i3 processor,Windows 11 Pro,"35.6 cm (14) diagonal, HD display",Intel® UHD Graphics,8 GB DDR4-3200 MT/s RAM,512 GB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,32.0,512,SSD,1024,2453.0,Intel,i3,Normal,Integrated,Mid-Range,1,1,False,36.0,,Lenovo
HP ZBook Power 40.6 cm (16) G11 Mobile Workstation PC,3.8,"Recommended for  2D and light 3D workflows, photography, and for running multiple large Microsoft Office files.",Intel® Core™ Ultra 7 processor | Windows 11 Pro | 40.6 cm (16) diagonal WUXGA IPS display | NVIDIA RTX™ 2000 Ada Generation Graphics | 16 GB DDR5-5600 RAM | 1 TB SSD Solid State Drive,B6SA4PT,248099.0,337445.0,"FREE Bag (35L98AA) worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-zbook-power-16-inch-g11-mobile-workstation-pc-b6sa4pt.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,40.6 cm (16) diagonal WUXGA IPS display,NVIDIA RTX™ 2000 Ada Generation Graphics,16 GB DDR5-5600 RAM,1 TB SSD Solid State Drive,No,free bag (35l98aa) ,32.0,1,SSD,256,93185.0,AMD,Ryzen 3,Premium,Dedicated,Premium,1,1,False,53.0,"Backpack, Mouse, MS Office",Lenovo
"HP ProBook 450 39.6 cm (15.6) G10 Business Laptop PC, Silver",4.0,Affordable devices designed with business in mind; commercial grade features with durable design,"13th Generation Intel® Core™ i5 processor | Windows 11 Pro | 39.6 cm (15.6) diagonal, FHD display | Intel® Iris® Xᶱ Graphics | 16 GB DDR4-3200 MT/s RAM | 512 GB SSD Hard Drive",B10MBAT,91348.0,98542.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-probook-450-15-6-39-62-cm-g10-notebook-pc-b10mbat.html,13th Generation Intel® Core™ i5 processor,Windows 11 Pro,"39.6 cm (15.6) diagonal, FHD display",Intel® Iris® Xᶱ Graphics,16 GB DDR4-3200 MT/s RAM,512 GB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,16.0,512,SSD,256,7543.0,Intel,i3,Premium,Integrated,Premium,0,1,False,53.0,"Backpack, Mouse, MS Office",Lenovo
HP ZBook Power 39.6 cm (15.6) G10 A Mobile Workstation PC,0.0,"Recommended for  2D and light 3D workflows, photography, and for running multiple large Microsoft Office files.",AMD Ryzen™ 7 processor | Windows 11 Pro | 39.6 cm (15.6) diagonal FHD display | NVIDIA RTX™ 2000 Ada Generation | 32 GB DDR5 RAM | 1 TB SSD Solid State Drive,8U6Z7PA,218338.0,253708.0,"FREE Bag (35L98AA) worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-zbook-power-15-6-g10-a-mobile-workstation-pc-8u6z7pa.html,AMD Ryzen™ 7 processor,Windows 11 Pro,39.6 cm (15.6) diagonal FHD display,Integrated,32 GB DDR5 RAM,1 TB SSD Solid State Drive,No,free bag (35l98aa) ,16.0,1,SSD,512,31160.0,Intel,i3,Premium,Integrated,Premium,0,0,False,66.0,"Backpack, Mouse, MS Office",Lenovo
"HP Laptop 35.6 cm (14) 14-ep0342TU, Silver",3.5,Powerfully and responsibly made to get things done everyday,"13th Generation Intel® Core™ i5 processor | Windows 11 Home | 35.6 cm (14) diagonal, FHD display | Intel® Iris® Xᵉ Graphics | 16 GB DDR4 RAM | 512 GB SSD Hard Drive",BG6D5PA,60378.0,67811.0,HP X Entry Backpack worth  ₹1999.00 | Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,https://www.hp.com/in-en/shop/hp-laptop-14-ep0342tu-bg6d5pa.html,13th Generation Intel® Core™ i5 processor,Windows 11 Home,"35.6 cm (14) diagonal, FHD display",Intel® Iris® Xᵉ Graphics,16 GB DDR4 RAM,512 GB SSD Hard Drive,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,hp x entry backpack ,32.0,512,SSD,256,9312.0,AMD,Ryzen 3,Normal,Integrated,Mid-Range,0,0,True,50.5,Mouse,Lenovo
"HP EliteBook 8 G1i 33.8 cm (13.3) Notebook AI PC, Silver",0.0,An innovative AI PC tailored for hybrid teams,"Intel® Core™ Ultra 5 processor | Windows 11 Pro | 33.8 cm (13.3) diagonal, WUXGA, IPS, 800 nits touch display | Intel® Graphics | 32 GB RAM | 1 TB SSD Hard Drive",BQ8J2PT,180000.0,,,https://www.hp.com/in-en/shop/elitebook-8-13-inch-flip-g1i-bq8j2pt.html,Intel® Core™ Ultra 5 processor,Windows 11 Pro,"33.8 cm (13.3) diagonal, WUXGA, IPS, 800 nits touch display",Intel® Graphics,32 GB RAM,1 TB SSD Hard Drive,No,none,32.0,1,SSD,1024,,Intel,i3,Premium,Integrated,Premium,0,0,False,66.0,"Backpack, Mouse, MS Office",Lenovo
HP ZBook Power 40.6 cm (16) G11 Mobile Workstation PC,3.8,Step up performance. Not size,Intel® Core™ Ultra 7 processor | Windows 11 Pro | 40.6 cm (16) diagonal WUXGA display | NVIDIA RTX™ A1000 Graphics | 32 GB DDR5-5600 RAM | 1 TB SSD Solid State Drive,B6SA2PT,230303.0,323791.0,"FREE Bag (35L98AA) worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-zbook-power-16-inch-g11-mobile-workstation-pc-b6sa2pt.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,40.6 cm (16) diagonal WUXGA display,NVIDIA RTX™ A1000 Graphics,32 GB DDR5-5600 RAM,1 TB SSD Solid State Drive,No,free bag (35l98aa) ,16.0,1,SSD,512,92422.0,AMD,Ryzen 7,Premium,Dedicated,Premium,0,1,False,85.0,"Mouse, MS Office",Lenovo
"HP Victus 39.6cm (15.6) Gaming Laptop 15-fb3130AX, Blue",0.0,Fulfill your gaming destiny,"AMD Ryzen™ 7-7445HS processor | Windows 11 Home | 39.6 cm (15.6) diagonal FHD 144 Hz, IPS, 300 nits display with NVIDIA® GeForce RTX™ 4050 6GB | 16 GB DDR5-5600 RAM (Upgradeable) | 512 GB SSD Hard Drive | Full-size, backlit with numeric keypad, HP Wide Vision 720p HD camera",BV3A7PA,83804.0,95746.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,https://www.hp.com/in-en/shop/hp-victus-gaming-laptop-15-fb3130ax-bv3a7pa.html,AMD Ryzen™ 7-7445HS processor,Windows 11 Home,"39.6 cm (15.6) diagonal FHD 144 Hz, IPS, 300 nits display with NVIDIA® GeForce RTX™ 4050 6GB",Integrated,16 GB DDR5-5600 RAM (Upgradeable),512 GB SSD Hard Drive,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,none,16.0,512,SSD,1024,11247.0,Intel,i3,Premium,Integrated,Premium,1,1,True,33.0,Mouse,Lenovo
"HP EliteBook X G1a 35.6 cm (14) Notebook Next Gen AI PC, Silver",0.0,Copilot+ PC.The game-changing AI PC tech experts dream about,AMD Ryzen™ AI 9 processor | Windows 11 Pro | 35.6 cm (14) diagonal 2.8K OLED touch display | AMD Radeon™ 890M Graphics | 64 GB LPDDR5x RAM | 1 TB SSD Hard Drive,B85W7PT,216939.0,246667.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-elitebook-x-g1a-14-inch-notebook-next-gen-ai-pc-b85w7pt.html,AMD Ryzen™ AI 9 processor,Windows 11 Pro,35.6 cm (14) diagonal 2.8K OLED touch display,AMD Radeon™ 890M Graphics,64 GB LPDDR5x RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,32.0,1,SSD,256,25668.0,Intel,i7,Premium,Integrated,Premium,0,0,False,130.0,"Backpack, Mouse, MS Office",Lenovo
"HP EliteBook 8 Flip G1i 33.8 cm (13.3) Notebook AI PC, Silver",0.0,"Flip flexibility meets AI performance, ready for any task","Intel® Core™ Ultra 7 processor | Windows 11 Pro | 33.8 cm (13.3) diagonal, WUXGA, IPS, 800 nits touch display | Intel® Graphics | 64 GB RAM | 1 TB SSD Hard drive",BQ8J0PT,239739.0,242687.0,,https://www.hp.com/in-en/shop/elitebook-8-13-inch-flip-g1i-bq8j0pt.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,"33.8 cm (13.3) diagonal, WUXGA, IPS, 800 nits touch display",Intel® Graphics,64 GB RAM,1 TB SSD Hard drive,No,none,32.0,1,SSD,256,3188.0,Intel,i7,Premium,Integrated,Premium,0,0,False,130.0,"Mouse, MS Office",Lenovo
HP ZBook Power 39.6 cm (15.6) G10 A Mobile Workstation PC,0.0,"Recommended for  2D and light 3D workflows, photography, and for running multiple large Microsoft Office files.",AMD Ryzen™ 7 processor | Windows 11 Pro | 39.6 cm (15.6) diagonal FHD display | NVIDIA RTX™ 2000 Ada Generation | 32 GB DDR5 RAM | 1 TB SSD Solid State Drive,8U6Z7PA,226776.0,253708.0,"FREE Bag (35L98AA) worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-zbook-power-15-6-g10-a-mobile-workstation-pc-8u6z7pa.html,AMD Ryzen™ 7 processor,Windows 11 Pro,39.6 cm (15.6) diagonal FHD display,Integrated,32 GB DDR5 RAM,1 TB SSD Solid State Drive,No,free bag (35l98aa) ,16.0,1,SSD,512,31160.0,Intel,i7,Premium,Integrated,Premium,1,1,False,66.0,"Backpack, Mouse, MS Office",Lenovo
